time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-12-12T23:39:59.790Z,52.102,-131.554,10,5.8,mwc,395,134.6,,1.22,us,usp000fuba,2016-11-10T01:49:28.029Z,"259 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,gcmt
2007-05-05T06:15:43.710Z,50.767,-130.049,10,5,mwc,125,140.7,,1.02,us,usp000fb9a,2016-11-10T01:39:43.980Z,"210 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,gcmt
2007-03-23T03:49:05.310Z,48.972,-128.842,10,4.6,mwr,88,173.7,,,us,usp000f774,2014-11-07T01:31:54.821Z,"214 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2007-03-21T05:19:21.650Z,49.147,-128.276,10,4.7,mwr,81,170.1,,0.98,us,usp000f73g,2014-11-07T01:31:54.331Z,"169 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2006-12-21T22:56:45.000Z,50.57,-130.4,10,4.6,mwr,84,181.4,,,us,usp000f0rj,2014-11-07T01:31:10.485Z,"234 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2006-10-08T02:48:26.650Z,46.8498333,-121.6001667,1.649,4.5,md,96,23,,0.35,uw,uw10701498,2017-07-18T00:25:02.143Z,"27 km NNE of Packwood, Washington",earthquake,0.336,0.63,0.04,18,reviewed,uw,uw
2006-09-28T02:15:51.370Z,50.684,-129.541,10,4.6,mw,51,164.5,,1.08,us,usp000etz1,2014-11-07T01:30:18.354Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2006-09-28T01:53:33.420Z,50.446,-130.232,10,4.7,mw,42,217.1,,,us,usp000etyz,2014-11-07T01:30:18.175Z,"223 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2006-09-10T11:14:45.590Z,50.229,-129.607,10,5,mwc,139,146.3,,1.37,us,usp000esup,2016-11-10T01:28:05.647Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,gcmt
2006-08-02T21:15:36.430Z,50.602,-130.172,10,4.6,mwr,59,191.2,,1.38,us,usp000eq43,2014-11-07T01:29:53.190Z,"218 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2006-06-20T10:02:07.780Z,51.582,-130.473,10,5.6,mwb,326,145.1,,0.94,us,usp000ekvc,2016-11-10T01:24:10.887Z,"261 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,us
2006-06-04T08:56:32.730Z,50.953,-130.134,10,5,mwc,147,151.6,,0.96,us,usp000ejp9,2016-11-10T01:23:24.851Z,"218 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2006-03-15T22:55:44.000Z,48.797,-128.656,6,4.5,mwr,19,179.9,,,us,usp000ec8a,2014-11-07T01:28:32.004Z,"205 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2006-02-06T01:03:36.000Z,49.57,-127.65,10,4.6,mwr,106,164.2,,,us,usp000e9kg,2014-11-07T01:28:16.758Z,"105 km WSW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-11-19T12:40:04.370Z,48.792,-128.598,10,5.3,mwc,202,117.8,,1.09,us,usp000e4gd,2016-11-10T01:14:42.117Z,"201 km WSW of Tofino, Canada",earthquake,,,,,reviewed,us,hrv
2005-11-16T14:07:41.880Z,49.992,-129.772,10,4.9,mwr,62,179.9,,0.81,us,usp000e4as,2014-11-07T01:27:39.982Z,"202 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-10-20T15:27:46.520Z,47.402,-128.978,10,4.5,ml,48,213.7,,,us,usp000e2az,2014-11-07T01:27:27.031Z,"299 km SW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-07-25T10:54:59.590Z,50.75,-130.139,10,4.6,mwr,51,212.9,,0.81,us,usp000dvw2,2014-11-07T01:26:33.243Z,"216 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-06-09T14:00:49.900Z,51.554,-131.125,10,5.8,mwc,282,72.1,,0.91,us,usp000dskc,2016-11-10T01:07:14.012Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,us,hrv
2005-06-08T21:34:09.640Z,51.688,-130.897,10,4.5,mwr,46,177.4,,0.91,us,usp000dshw,2014-11-07T01:26:09.569Z,"293 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-04-23T07:08:48.850Z,50.241,-129.688,10,4.7,mwr,86,174,,0.88,us,usp000dp1k,2014-11-07T01:25:39.720Z,"188 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2005-03-11T15:28:22.000Z,50.31,-128.72,26,4.8,mwr,126,161.2,,,us,usp000dhzy,2014-11-07T01:25:13.373Z,"120 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-03-06T13:01:29.000Z,48.73,-129.07,10,4.9,mwr,130,170.6,,,us,usp000dhnx,2014-11-07T01:25:11.897Z,"236 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2005-03-01T21:34:26.000Z,47.98,-129.03,10,5,mwc,198,160.7,,,us,usp000dham,2016-11-10T01:02:10.279Z,"264 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-03-01T00:32:21.000Z,47.96,-129.1,10,5,mwc,139,164.1,,,us,usp000dh83,2016-11-10T01:02:06.755Z,"270 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-28T13:50:22.000Z,47.99,-128.97,10,4.9,mwc,121,152.4,,,us,usp000dh6d,2016-11-10T01:02:06.278Z,"260 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-28T13:23:46.000Z,47.98,-128.96,10,4.6,mb,63,168.6,,,us,usp000dh69,2014-11-07T01:25:05.510Z,"260 km WSW of Tofino, Canada",earthquake,,,,12,reviewed,pgc,us
2005-02-28T12:49:21.000Z,47.96,-129.04,10,5,mwc,206,105.6,,,us,usp000dh64,2016-11-10T01:02:05.318Z,"266 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-07T06:23:32.000Z,51.24,-131.15,10,5,mwc,195,137.1,,,us,usp000dfnc,2016-11-10T01:01:04.351Z,"294 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-03T15:36:08.550Z,50.275,-129.833,10,5,mwr,88,151.9,,1.03,us,usp000dff1,2014-11-07T01:24:55.376Z,"198 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-12-26T05:48:54.000Z,49,-129.68,10,4.5,mb,50,171.4,,,us,usp000dbgv,2014-11-07T01:24:22.415Z,"257 km SW of Port McNeill, Canada",earthquake,,,,7,reviewed,pgc,us
2004-11-15T17:51:55.990Z,50.477,-130.201,10,5,mwr,63,178.8,,1.25,us,usp000d8hv,2014-11-07T01:24:01.204Z,"221 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-15T17:45:36.980Z,50.569,-130.199,10,4.7,mwr,20,237.4,,0.81,us,usp000d8hs,2014-11-07T01:24:01.198Z,"220 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-04T00:04:01.840Z,49.625,-128.337,10,4.7,mwr,22,182.5,,1.06,us,usp000d7nd,2014-11-07T01:23:55.610Z,"139 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T19:23:20.870Z,49.394,-128.642,10,4.5,mb,37,179.8,,1.09,us,usp000d7jb,2014-11-07T01:23:54.918Z,"173 km SW of Port McNeill, Canada",earthquake,,,,6,reviewed,us,us
2004-11-02T17:23:42.000Z,49.572,-128.589,10,5.2,mwc,132,99.2,,1.2,us,usp000d7j5,2016-11-10T00:50:47.467Z,"156 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T15:08:34.080Z,49.515,-128.715,10,4.9,mwr,81,106.4,,0.92,us,usp000d7hv,2014-11-07T01:23:54.751Z,"167 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T14:03:44.140Z,49.237,-129.051,10,5.1,mwc,147,79.3,,1.05,us,usp000d7hs,2016-11-10T00:50:46.984Z,"206 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T13:11:05.130Z,49.259,-128.98,10,5.2,mwr,139,162.5,,0.96,us,usp000d7hp,2014-11-07T01:23:54.644Z,"201 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T11:47:11.730Z,49.201,-128.973,10,5.2,mwr,88,166.9,,1.09,us,usp000d7he,2014-11-07T01:23:54.528Z,"205 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T10:02:12.820Z,49.277,-128.772,10,6.7,mwb,459,37.3,,1.17,us,usp000d7h4,2021-02-24T22:59:22.355Z,"189 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,us
2004-11-02T09:30:47.320Z,49.4,-128.652,10,5.1,mwc,110,140.7,,1.11,us,usp000d7h2,2016-11-10T00:50:44.883Z,"173 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-10-28T15:46:39.860Z,49.751,-129.32,10,4.8,mwr,113,166.1,,0.92,us,usp000d78j,2014-11-07T01:23:50.076Z,"184 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-07-31T00:35:23.000Z,52.69,-132.07,20,4.9,mwr,195,134.1,,,us,usp000d15n,2014-11-07T01:23:02.726Z,"214 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-20T02:01:49.000Z,49.46,-127.24,27,4.5,mb,47,152,,,us,usp000d0h4,2014-11-07T01:22:56.058Z,"89 km SW of Vernon, Canada",earthquake,,,,5,reviewed,pgc,us
2004-07-19T08:01:49.460Z,49.623,-126.967,23.7,6.4,mwb,393,27.3,,1.04,us,usp000d0fx,2021-02-24T23:00:17.948Z,"62 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-07-15T12:06:52.400Z,49.695,-126.855,18.7,5.9,mwb,354,62.5,,1.02,us,usp000d07f,2016-11-10T00:40:19.812Z,"51 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-02-28T02:05:17.000Z,50.96,-130.65,10,4.8,mwc,43,174.1,,,us,usp000cnk4,2016-11-10T00:27:21.477Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T02:00:43.000Z,50.933,-130.63,10,4.7,mwc,20,184.7,,,us,usp000cnk1,2016-11-10T00:27:20.969Z,"252 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T01:57:41.000Z,50.945,-130.644,10,4.7,mwc,29,194.3,,,us,usp000cnk0,2016-11-10T00:27:20.456Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-01-25T15:12:23.000Z,49.1,-128.06,10,5.4,mwc,215,118,,,us,usp000cjnd,2016-11-10T00:24:35.890Z,"157 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-01-15T04:45:54.000Z,49.15,-127.94,10,4.7,mw,80,171.9,,,us,usp000chx7,2014-11-07T01:21:04.627Z,"148 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-12-19T05:32:52.000Z,48.85,-129.19,10,5.4,mwc,177,124.4,,,us,usp000cfhy,2016-11-10T00:14:22.391Z,"242 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2003-11-07T14:21:42.000Z,48.82,-129.09,10,4.6,mb,125,152.3,,,us,usp000cca0,2014-11-07T01:20:25.598Z,"235 km W of Tofino, Canada",earthquake,,,,20,reviewed,pgc,us
2003-10-23T08:16:19.500Z,50.48,-130.31,10,4.9,mw,58,177.5,,,us,usp000cb2g,2014-11-07T01:20:14.727Z,"228 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-05-29T05:28:17.000Z,48.48,-128.81,10,4.8,mb,167,172.1,,,us,usp000byez,2014-11-07T01:18:44.250Z,"225 km WSW of Tofino, Canada",earthquake,,,,58,reviewed,pgc,us
2002-12-13T15:51:31.000Z,50.17,-130.29,10,5.4,mwc,217,,,,us,usp000bkmg,2016-11-10T00:11:36.690Z,"232 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2002-11-23T22:10:56.000Z,50.7,-130.56,10,4.5,mb,102,,,,us,usp000bj8w,2014-11-07T01:17:10.707Z,"245 km W of Port McNeill, Canada",earthquake,,,,17,reviewed,pgc,us
2002-11-03T01:49:25.000Z,51.31,-131.12,10,5.6,mwc,447,,,,us,usp000bfy7,2016-11-09T04:39:41.339Z,"294 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2002-10-11T01:09:39.000Z,48.49,-128.84,10,4.7,mb,161,,,,us,usp000be7z,2014-11-07T01:16:43.991Z,"Vancouver Island, Canada region",earthquake,,,,20,reviewed,pgc,us
2002-08-17T16:06:27.000Z,49.96,-120.29,10,4.5,mb,108,,,,us,usp000ba34,2014-11-07T01:16:17.298Z,"39 km ESE of Merritt, Canada",earthquake,,,,23,reviewed,pgc,us
2002-06-06T15:37:54.000Z,50.08,-130.29,10,4.5,mb,81,,,,us,usp000b5n6,2014-11-07T01:15:46.715Z,"235 km WSW of Port McNeill, Canada",earthquake,,,,14,reviewed,pgc,us
2002-04-04T04:29:08.000Z,50.53,-130.41,10,5,mw,101,,,,us,usp000b1pk,2014-11-07T01:15:20.875Z,"235 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2002-02-20T03:17:14.000Z,51.13,-131.1,10,5.1,mw,107,,,,us,usp000ayte,2014-11-07T01:14:56.611Z,"288 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2002-01-28T11:41:26.000Z,50.27,-130.24,10,4.7,mw,75,,,,us,usp000axb9,2014-11-07T01:14:45.844Z,"226 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2001-10-12T05:02:34.000Z,52.63,-132.2,20,6.1,mwc,432,,,,us,usp000aqrg,2016-11-10T00:48:39.450Z,"225 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-09-18T00:30:50.000Z,48.49,-128.76,10,5.1,mw,137,,,,us,usp000apcr,2014-11-07T01:13:48.928Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2001-09-16T23:20:09.000Z,48.54,-128.6,10,5.8,mwb,278,,,,us,usp000apan,2016-11-09T23:29:53.944Z,"209 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,us
2001-09-15T10:50:39.000Z,48.56,-128.56,10,5.5,mwc,270,,,,us,usp000ap7j,2016-11-09T23:29:22.906Z,"205 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-09-14T20:46:22.000Z,48.78,-128.69,10,5,mb,177,,,,us,usp000ap6p,2014-11-07T01:13:48.135Z,"207 km WSW of Tofino, Canada",earthquake,,,,52,reviewed,pgc,us
2001-09-14T05:38:53.000Z,48.7,-128.46,10,4.7,mb,121,,,,us,usp000ap54,2014-11-07T01:13:47.953Z,"193 km WSW of Tofino, Canada",earthquake,,,,21,reviewed,pgc,us
2001-09-14T04:45:08.000Z,48.69,-128.71,10,6,mwc,391,,,,us,usp000ap50,2016-11-09T23:28:54.034Z,"211 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-09-13T09:56:58.000Z,48.79,-128.62,10,5.1,mwc,257,,,,us,usp000ap3g,2016-11-09T23:28:22.495Z,"202 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-09-13T05:43:12.000Z,48.75,-128.55,10,4.6,mb,44,,,,us,usp000ap31,2014-11-07T01:13:47.602Z,"198 km WSW of Tofino, Canada",earthquake,,,,16,reviewed,pgc,us
2001-09-12T22:30:21.000Z,48.72,-128.67,10,5.2,mb,166,,,,us,usp000ap2n,2014-11-07T01:13:47.531Z,"208 km WSW of Tofino, Canada",earthquake,,,,63,reviewed,pgc,us
2001-09-12T22:24:54.000Z,48.72,-128.64,10,5.3,mwc,125,,,,us,usp000ap2m,2016-11-09T23:27:50.924Z,"205 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-09-12T12:50:16.000Z,48.81,-128.56,10,5.1,mb,153,,,,us,usp000ap1r,2014-11-07T01:13:47.351Z,"197 km WSW of Tofino, Canada",earthquake,,,,61,reviewed,pgc,us
2001-09-12T12:48:52.000Z,48.78,-128.65,10,4.9,mb,169,,,,us,usp000ap1q,2014-11-07T01:13:47.340Z,"205 km WSW of Tofino, Canada",earthquake,,,,53,reviewed,pgc,us
2001-09-10T06:31:34.000Z,48.82,-128.56,10,4.5,mb,112,,,,us,usp000anxx,2014-11-07T01:13:45.926Z,"197 km WSW of Tofino, Canada",earthquake,,,,22,reviewed,pgc,us
2001-09-08T06:44:45.000Z,48.83,-128.69,10,4.5,mb,79,,,,us,usp000anu5,2014-11-07T01:13:45.523Z,"206 km W of Tofino, Canada",earthquake,,,,14,reviewed,pgc,us
2001-08-01T16:19:35.000Z,49.27,-128.28,10,4.5,mb,89,,,,us,usp000akpd,2014-11-07T01:13:27.241Z,"162 km WSW of Vernon, Canada",earthquake,,,,19,reviewed,pgc,us
2001-07-09T03:26:47.000Z,50.59,-130.36,10,4.5,mb,102,,,,us,usp000aj8f,2014-11-07T01:13:15.974Z,"231 km W of Port McNeill, Canada",earthquake,,,,25,reviewed,pgc,us
2001-05-02T02:06:26.880Z,49.1618333,-126.5943333,9.513,4.7,md,6,333,,0.39,uw,uw10519098,2016-07-23T00:34:27.040Z,"50 km W of Tofino, Canada",earthquake,4.637,4.63,0.03,2,reviewed,uw,uw
2001-05-02T02:05:46.000Z,49.91,-130.15,10,5.3,mwc,196,,,,us,usp000ae9y,2016-11-09T22:25:48.339Z,"231 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-04-10T09:36:06.000Z,50.48,-130.4,10,4.8,mb,168,,,,us,usp000acy2,2014-11-07T01:12:33.684Z,"235 km W of Port McNeill, Canada",earthquake,,,,57,reviewed,pgc,us
2001-01-23T14:43:12.000Z,49.17,-129.1,10,5.4,mwc,166,,,,us,usp000a881,2016-11-09T21:43:55.144Z,"214 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-01-23T09:39:25.000Z,49.33,-128.79,10,5.9,mwb,197,,,,us,usp000a878,2016-11-09T21:43:54.675Z,"185 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,us
2001-01-20T00:14:23.000Z,50.49,-130.35,10,5.4,mwc,187,,,,us,usp000a80q,2016-11-09T21:42:32.086Z,"231 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2001-01-13T11:02:38.020Z,49.257,-128.862,10,4.8,mb,65,,,0.95,us,usp000a7kq,2014-11-07T01:11:55.404Z,"195 km SW of Port McNeill, Canada",earthquake,,,,20,reviewed,us,us
2001-01-11T00:04:03.000Z,48.89,-129.31,10,6,mwc,341,,,,us,usp000a7fx,2016-11-10T00:23:05.187Z,"247 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2000-11-19T22:14:30.000Z,50.75,-130.49,10,4.6,mb,82,,,,us,usp000a4eu,2014-11-07T01:11:31.957Z,"241 km W of Port McNeill, Canada",earthquake,,,,17,reviewed,pgc,us
2000-09-27T03:45:50.460Z,50.748,-129.704,10,4.5,mb,105,,,0.72,us,usp000a0vy,2014-11-07T01:11:07.837Z,"185 km W of Port McNeill, Canada",earthquake,,,,25,reviewed,us,us
2000-06-10T15:04:43.000Z,50.53,-130.42,10,4.5,mb,99,,,,us,usp0009ucj,2014-11-07T01:10:21.520Z,"236 km W of Port McNeill, Canada",earthquake,,,,35,reviewed,pgc,us
2000-05-15T07:11:42.000Z,49.94,-130.33,10,5.5,mwc,,,,,us,usp0009szt,2016-11-09T22:31:25.484Z,"242 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2000-05-15T05:58:13.000Z,49.99,-130.14,10,5.2,mwc,,,,,us,usp0009szp,2016-11-09T22:31:24.982Z,"227 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2000-05-15T05:12:53.000Z,50,-130.21,10,4.5,mb,,,,,us,usp0009szh,2014-11-07T01:10:08.380Z,"232 km WSW of Port McNeill, Canada",earthquake,,,,19,reviewed,pgc,us
2000-04-30T10:54:04.330Z,50.989,-130.22,10,4.5,mb,,,,1.05,us,usp0009s3y,2014-11-07T01:09:57.912Z,"225 km W of Port McNeill, Canada",earthquake,,,,25,reviewed,us,us
2000-04-30T10:13:02.890Z,51.011,-130.381,10,5.5,mwc,,,,1.22,us,usp0009s3w,2016-11-09T22:24:55.636Z,"236 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2000-04-30T08:29:25.000Z,50.83,-130.65,10,5.2,mwc,,,,,us,usp0009s3p,2016-11-09T22:24:55.105Z,"253 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2000-02-21T22:35:50.000Z,49.19,-130.06,10,4.7,mb,,,,,us,usp0009nta,2014-11-07T01:09:32.363Z,"264 km SW of Port McNeill, Canada",earthquake,,,,26,reviewed,pgc,us
